	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
170509	0.5644	0.2376	-1.37	0.4075	-0.5514	1.4134	1.9524	0.9477	0.2251	-0.9614	-0.9393	0.5061	0.0946	0.2209	-1.9895	-0.7554
170718	0.7337	0.3655	-1.4006	0.0993	-0.4993	1.3228	1.9261	0.7907	0.0146	-0.7937	-0.7417	0.6508	0.3169	0.2989	-2.1032	-0.9811
170739	0.8172	0.4743	-1.3449	-0.0409	-0.5426	1.2974	1.9587	0.6195	-0.1349	-0.6715	-0.5714	0.6826	0.4711	0.2195	-2.1188	-1.1159
170857	0.645	0.4334	-1.3432	0.2192	-0.5231	1.3449	2.0168	0.7165	0.0577	-0.755	-0.6879	0.5648	0.3109	0.1641	-2.0966	-1.0673
171209	0.531	0.086	-1.439	0.2845	-0.5419	1.3775	1.8372	1.0447	0.2474	-0.815	-0.9894	0.5217	0.036	0.5137	-2.1319	-0.5624
171236	0.7446	0.3714	-1.3848	0.1461	-0.5398	1.3588	1.901	0.8046	0.0162	-0.8407	-0.7061	0.6416	0.3109	0.2494	-2.0902	-0.983
171322	0.6607	0.4298	-1.3201	0.1628	-0.503	1.3327	1.9867	0.7288	0.0211	-0.7534	-0.6785	0.6098	0.3585	0.1901	-2.1021	-1.1239
171345	0.6314	0.307	-1.3606	0.3704	-0.519	1.4081	1.8877	0.9267	0.1524	-0.994	-0.8104	0.5777	0.1424	0.2116	-2.011	-0.9187
171405	0.6455	0.2205	-1.3381	0.1148	-0.5099	1.3824	1.8859	0.8578	0.0405	-0.7497	-0.7688	0.621	0.3464	0.373	-2.1897	-0.9331
171418	0.7012	0.3982	-1.3441	0.1905	-0.548	1.366	1.9817	0.7505	0.0201	-0.8227	-0.7023	0.5968	0.3336	0.1658	-2.0701	-1.0165
171477	0.6277	0.1934	-1.4232	0.2274	-0.4949	1.3748	1.8461	0.9712	0.1514	-0.8733	-0.8871	0.6005	0.1417	0.4289	-2.1066	-0.7781
171574	0.6311	0.2936	-1.3993	0.3235	-0.5511	1.3887	1.9408	0.8968	0.1511	-0.9254	-0.849	0.5502	0.1537	0.2418	-2.0359	-0.8092
171608	0.6025	0.1987	-1.4366	0.2167	-0.5064	1.3571	1.8959	0.9366	0.1658	-0.8055	-0.9098	0.559	0.1531	0.436	-2.1297	-0.7338
180099	0.6759	0.4088	-1.3164	0.1102	-0.5724	1.3356	2.2288	0.5719	0.0132	-0.6402	-0.8355	0.4935	0.3837	0.0625	-2.0265	-0.89
180299	0.4785	0.1535	-1.3763	0.4113	-0.569	1.3903	2.0049	0.9686	0.2935	-0.8477	-1.032	0.4397	0.0222	0.293	-2.0334	-0.5942
180325	0.6667	0.359	-1.312	0.2203	-0.558	1.3984	2.0297	0.726	0.0456	-0.7845	-0.73	0.5515	0.3418	0.1225	-2.0728	-1.0032
180494	0.4947	0.145	-1.3597	0.3751	-0.5558	1.4144	1.9093	1.0011	0.2251	-0.8725	-0.9333	0.4994	0.0969	0.3507	-2.104	-0.6857
180562	0.5794	0.2776	-1.3723	0.4123	-0.5394	1.3994	1.978	0.9142	0.2156	-0.9565	-0.9198	0.5086	0.0939	0.1849	-1.9806	-0.7923
180594	0.51	0.1282	-1.4044	0.3618	-0.5506	1.3888	1.9068	1.019	0.2657	-0.8567	-0.9961	0.4873	0.0276	0.398	-2.0826	-0.6013
180643	0.7098	0.3095	-1.3954	0.0467	-0.4973	1.3119	1.9319	0.8034	0.0235	-0.7156	-0.7927	0.6532	0.3272	0.364	-2.15	-0.9308
180701	0.5969	0.2309	-1.3935	0.3613	-0.5005	1.4051	1.8294	1.003	0.1874	-0.9837	-0.8608	0.5725	0.1028	0.3281	-2.0476	-0.8307
180767	0.56	0.23	-1.3825	0.3671	-0.5462	1.4065	1.9055	0.9568	0.2039	-0.9067	-0.8704	0.5264	0.1133	0.2974	-2.072	-0.7885
180768	0.7626	0.4299	-1.2971	-0.2382	-0.4802	1.1973	1.9713	0.5816	-0.1731	-0.4162	-0.618	0.7057	0.572	0.3725	-2.2362	-1.1365
180770	0.6428	0.3242	-1.3706	0.3023	-0.5045	1.3781	1.9178	0.8873	0.1228	-0.9276	-0.8033	0.5902	0.1877	0.236	-2.0442	-0.9381
180839	0.5003	0.1072	-1.3984	0.4083	-0.5946	1.4117	1.893	1.0386	0.2861	-0.8838	-0.9835	0.4714	-0.0165	0.3779	-2.0704	-0.5455
181030	0.6506	0.2864	-1.3751	0.1788	-0.5103	1.353	1.9838	0.8163	0.087	-0.7677	-0.8316	0.5852	0.2726	0.2791	-2.1153	-0.8927
181063	0.6744	0.3173	-1.2928	-0.0465	-0.4881	1.284	2.047	0.6824	-0.0665	-0.5624	-0.7729	0.6345	0.4769	0.2999	-2.1976	-0.9906
181066	0.6467	0.215	-1.4288	0.1592	-0.5354	1.3542	1.8862	0.9152	0.1147	-0.7836	-0.8563	0.5944	0.1956	0.4306	-2.1535	-0.755
